0	227
1	35
2	17
3	110
4	144
5	106
6	149
7	207
8	129
9	13
10	30
11	96
12	214
13	226
14	110
15	152
16	254
17	189
18	206
19	164
20	24
21	98
22	91
23	54
24	7
25	64
26	118
27	20
28	186
29	188
30	11
31	157
32	223
33	29
34	11
35	112
36	135
37	161
38	63
39	8
40	174
41	93
42	104
43	132
44	64
45	215
46	28
47	62
48	148
49	234
50	226
51	172
52	76
53	61
54	226
55	83
56	125
57	88
58	103
59	55
60	20
61	115
62	212
63	243
64	144
65	223
66	99
67	23
68	128
69	162
70	31
71	46
72	0
73	136
74	178
75	64
76	95
77	207
78	126
79	243
80	185
81	96
82	159
83	6
84	157
85	129
86	89
87	26
88	217
89	193
90	81
91	237
92	52
93	37
94	224
95	196
96	4
97	68
98	219
99	133
100	230
101	250
102	179
103	230
104	130
105	102
106	38
107	225
108	53
109	164
110	212
111	238
112	4
113	115
114	244
115	161
116	244
117	78
118	187
119	205
120	15
121	12
122	186
123	67
124	49
125	155
126	7
127	54
128	223
129	226
130	187
131	197
132	220
133	110
134	172
135	95
136	212
137	210
138	64
139	9
140	119
141	21
142	248
143	123
144	136
145	236
146	29
147	125
148	58
149	216
150	74
151	73
152	229
153	5
154	140
155	22
156	160
157	147
158	76
159	127
160	117
161	7
162	68
163	82
164	118
165	240
166	177
167	74
168	195
169	241
170	84
171	58
172	6
173	76
174	181
175	143
176	56
177	210
178	12
179	115
180	171
181	86
182	188
183	144
184	91
185	73
186	166
187	251
188	220
189	243
190	122
191	82
192	250
193	191
194	164
195	112
196	175
197	85
198	187
199	114
200	70
201	15
202	172
203	77
204	91
205	98
206	220
207	147
208	52
209	232
210	6
211	223
212	62
213	195
214	111
215	154
216	12
217	22
218	149
219	232
220	9
221	16
222	58
223	3
224	207
225	222
226	116
227	126
228	51
229	47
230	241
231	122
232	62
233	157
234	199
235	153
236	255
237	163
238	44
239	52
240	139
241	51
242	19
243	201
244	246
245	131
246	99
247	2
248	153
249	249
250	234
251	162
252	9
253	37
254	165
255	216
